Name	Assembly ID	Archaeal_Kingdom	Taxonomy	Completeness	Contamination	Park Quality_Score	Bioproject	Biosample	Environment_Category-ArchaeaHQ	Metagenome_source	geo_loc_name	lat_lon	Isolation_Source	Env_Broad	Env_Local	Env_medium	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	rRNA	tRNA
GCA_027378015.1_ASM2737801v1_genomic	GCA_027378015.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;unclassified Thermoplasmata;Thermoplasmata archaeon	88.92	0.65	87.66188078	PRJNA834572	SAMN28407358	Acid_Mine_Drainage	mine drainage metagenome	"China: Guangdong, Fankou"	25.04978 N 113.66339 E	sediment	not collected	not collected	not collected	0.899	9633	262.7299054	1477833	0.67	1692	3	28
GCA_027378585.1_ASM2737858v1_genomic	GCA_027378585.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;unclassified Thermoplasmata;Thermoplasmata archaeon	89.3	0.83	87.53695171	PRJNA834572	SAMN28407328	Acid_Mine_Drainage	mine drainage metagenome	"China: Guangdong, Fankou"	25.04978 N 113.66339 E	sediment	not collected	not collected	not collected	0.89	59416	315.4975816	1751800	0.7	1654	3	26
GCA_027387175.1_ASM2738717v1_genomic	GCA_027387175.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;unclassified Thermoplasmata;Thermoplasmata archaeon	82.55	0.2	83.9947965	PRJNA834572	SAMN28407486	Acid_Mine_Drainage	mine drainage metagenome	"China: Guangdong, Fankou"	25.04978 N 113.66339 E	sediment	not collected	not collected	not collected	0.911	77552	346.6508251	1724087	0.65	1515	1	26
GCA_027380385.1_ASM2738038v1_genomic	GCA_027380385.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;unclassified Thermoplasmatales;Thermoplasmatales archaeon	75.83	2.34	66.05854558	PRJNA834572	SAMN28407239	Acid_Mine_Drainage	mine drainage metagenome	"China: Guangdong, Fankou"	25.04978 N 113.66339 E	sediment	not collected	not collected	not collected	0.902	7196	262.9443239	1206306	0.49	1383	2	24
GCA_027378995.1_ASM2737899v1_genomic	GCA_027378995.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;unclassified Thermoplasmata;Thermoplasmata archaeon	92.7	0.26	93.55524045	PRJNA834572	SAMN28407308	Acid_Mine_Drainage	mine drainage metagenome	"China: Guangdong, Fankou"	25.04978 N 113.66339 E	sediment	not collected	not collected	not collected	0.87	20440	301.172028	1481694	0.36	1430	3	21
GCA_021800105.1_ASM2180010v1_genomic	GCA_021800105.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;unclassified Thermoplasmata;Thermoplasmata archaeon	70.67	3.25	56.59250052	PRJNA666025	SAMN20843326	Acid_Mine_Drainage	mine drainage metagenome	"China: Fankou Lead-Zinc Mine, Guangdong Province"	25.049789 N 113.663394 E	acid mine drainage sediment	missing	missing	missing	0.902	22131	293.3527758	1384509	0.44	1423	2	32
GCA_027448225.1_ASM2744822v1_genomic	GCA_027448225.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;unclassified Thermoplasmatales;Thermoplasmatales archaeon	92.89	0.34	93.41444587	PRJNA834572	SAMN28929162	Acid_Mine_Drainage	mine drainage metagenome	"China: Guangdong, Fankou"	25.05000 N 113.67000 E	sediment	not collected	not collected	not collected	0.87	28112	271.2298326	1836209	0.41	1971	5	53
GCA_027448365.1_ASM2744836v1_genomic	GCA_027448365.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;unclassified Thermoplasmatales;Thermoplasmatales archaeon	85.81	0.03	88.02928723	PRJNA834572	SAMN28929157	Acid_Mine_Drainage	mine drainage metagenome	"China: Guangdong, Fankou"	25.05000 N 113.67000 E	sediment	not collected	not collected	not collected	0.896	54774	278.4199336	1396803	0.45	1505	6	42
GCA_027448145.1_ASM2744814v1_genomic	GCA_027448145.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;unclassified Thermoplasmata;Thermoplasmata archaeon	93.71	2.62	82.9705259	PRJNA834572	SAMN28929167	Acid_Mine_Drainage	mine drainage metagenome	"China: Guangdong, Fankou"	25.05000 N 113.67000 E	sediment	not collected	not collected	not collected	0.885	52608	287.725391	2111208	0.71	2174	4	34
GCA_027459305.1_ASM2745930v1_genomic	GCA_027459305.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;unclassified Thermoplasmata;Thermoplasmata archaeon	88.26	0.38	88.50014118	PRJNA834572	SAMN28929168	Acid_Mine_Drainage	mine drainage metagenome	"China: Guangdong, Fankou"	25.05000 N 113.67000 E	sediment	not collected	not collected	not collected	0.909	19067	296.2676829	1597214	0.72	1640	2	20
GCA_027380015.1_ASM2738001v1_genomic	GCA_027380015.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;unclassified Thermoplasmatales;Thermoplasmatales archaeon	96.28	0	98.53391445	PRJNA834572	SAMN28407255	Acid_Mine_Drainage	mine drainage metagenome	"China: Guangxi, Wuyi"	25.14787 N 107.50102 E	sediment	not collected	not collected	not collected	0.897	32198	289.1750167	1441816	0.5	1497	4	40
GCA_027372825.1_ASM2737282v1_genomic	GCA_027372825.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;unclassified Thermoplasmatales;Thermoplasmatales archaeon	84.29	0.09	86.30957235	PRJNA834572	SAMN28407049	Acid_Mine_Drainage	mine drainage metagenome	"China: Guangxi, Wuyi"	25.14787 N 107.50102 E	sediment	not collected	not collected	not collected	0.88	86925	291.3468685	1437867	0.43	1453	4	39
GCA_027378795.1_ASM2737879v1_genomic	GCA_027378795.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;unclassified Thermoplasmata;Thermoplasmata archaeon	94.11	1.34	89.78155097	PRJNA834572	SAMN28407320	Acid_Mine_Drainage	mine drainage metagenome	"China: Guangxi, Wuyi"	25.14787 N 107.50102 E	sediment	not collected	not collected	not collected	0.894	55348	305.5174935	1955092	0.7	1915	2	32
GCA_027346415.1_ASM2734641v1_genomic	GCA_027346415.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;unclassified Methanobacteriota;Methanobacteriota archaeon	86.01	0.48	85.53694033	PRJNA834572	SAMN28404882	Acid_Mine_Drainage	mine drainage metagenome	"China: Guangxi, Wuyi"	25.14787 N 107.50102 E	sediment	not collected	not collected	not collected	0.929	7143	267.1955556	1163031	0.57	1350	2	12
GCA_027372975.1_ASM2737297v1_genomic	GCA_027372975.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;unclassified Thermoplasmatales;Thermoplasmatales archaeon	89.08	5.04	66.29382677	PRJNA834572	SAMN28407046	Acid_Mine_Drainage	mine drainage metagenome	"China: Guangxi, Wuyi"	25.14804 N 107.50085 E	sediment	not collected	not collected	not collected	0.893	67244	300.4485507	1387107	0.43	1380	3	34
GCA_027379615.1_ASM2737961v1_genomic	GCA_027379615.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;unclassified Thermoplasmatales;Thermoplasmatales archaeon	76.18	0.05	78.11192816	PRJNA834572	SAMN28407277	Acid_Mine_Drainage	mine drainage metagenome	"China: Guangxi, Wuyi"	25.14804 N 107.50085 E	sediment	not collected	not collected	not collected	0.905	23113	287.2430056	1187771	0.44	1251	4	28
GCA_027379995.1_ASM2737999v1_genomic	GCA_027379995.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;unclassified Thermoplasmatales;Thermoplasmatales archaeon	93.66	0.2	95.01228115	PRJNA834572	SAMN28407259	Acid_Mine_Drainage	mine drainage metagenome	"China: Guangxi, Wuyi"	25.14815 N 107.50097 E	sediment	not collected	not collected	not collected	0.894	50648	286.4973005	1596862	0.49	1667	4	45
GCA_027349105.1_ASM2734910v1_genomic	GCA_027349105.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;unclassified Thermoplasmatales;Thermoplasmatales archaeon	92	0.02	94.44487663	PRJNA834572	SAMN28404777	Acid_Mine_Drainage	mine drainage metagenome	"China: Guangxi, Wuyi"	25.14815 N 107.50097 E	sediment	not collected	not collected	not collected	0.911	122957	292.3520337	1366973	0.42	1426	3	45
GCA_027368275.1_ASM2736827v1_genomic	GCA_027368275.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;unclassified Thermoplasmatales;Thermoplasmatales archaeon	84.5	7.04	51.38514553	PRJNA834572	SAMN28406979	Acid_Mine_Drainage	mine drainage metagenome	"China: Guangxi, Wuyi"	25.14815 N 107.50097 E	sediment	not collected	not collected	not collected	0.9	14801	267.8500545	1632199	0.46	1834	6	43
GCA_021817735.1_ASM2181773v1_genomic	GCA_021817735.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;unclassified Thermoplasmata;Thermoplasmata archaeon	84.91	0.18	86.16938633	PRJNA666025	SAMN20844246	Acid_Mine_Drainage	mine drainage metagenome	"China: Wuyi Polymetallic Mine, Guangxi Province"	25.148155 N 107.500974 E	acid mine drainage sediment	missing	missing	missing	0.897	20834	285.3087526	1380573	0.48	1451	3	35
GCA_027366715.1_ASM2736671v1_genomic	GCA_027366715.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;unclassified Thermoplasmatales;Thermoplasmatales archaeon	98.98	2.11	91.05216454	PRJNA834572	SAMN28407093	Acid_Mine_Drainage	mine drainage metagenome	"China: Guangxi, Wuyi"	25.14854 N 107.50044 E	sediment	not collected	not collected	not collected	0.884	175521	294.0620115	1909839	0.37	1919	4	42
GCA_027379595.1_ASM2737959v1_genomic	GCA_027379595.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;unclassified Thermoplasmatales;Thermoplasmatales archaeon	82.98	2.01	75.16372265	PRJNA834572	SAMN28407279	Acid_Mine_Drainage	mine drainage metagenome	"China: Guangxi, Wuyi"	25.14854 N 107.50044 E	sediment	not collected	not collected	not collected	0.899	29339	292.3171355	1521135	0.44	1564	3	41
GCA_027378775.1_ASM2737877v1_genomic	GCA_027378775.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;unclassified Thermoplasmata;Thermoplasmata archaeon	91.22	0.88	89.08270382	PRJNA834572	SAMN28407319	Acid_Mine_Drainage	mine drainage metagenome	"China: Guangxi, Wuyi"	25.14854 N 107.50044 E	sediment	not collected	not collected	not collected	0.897	33528	314.4728171	1907569	0.7	1821	2	35
GCA_027380095.1_ASM2738009v1_genomic	GCA_027380095.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;unclassified Thermoplasmatales;Thermoplasmatales archaeon	75.35	2.42	65.39309346	PRJNA834572	SAMN28407254	Acid_Mine_Drainage	mine drainage metagenome	"China: Guangxi, Wuyi"	25.14854 N 107.50044 E	sediment	not collected	not collected	not collected	0.902	19328	285.3742728	1463653	0.42	1547	3	33
GCA_027347625.1_ASM2734762v1_genomic	GCA_027347625.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;unclassified Thermoplasmatales;Thermoplasmatales archaeon	93.99	0.02	96.24662343	PRJNA834572	SAMN28404842	Acid_Mine_Drainage	mine drainage metagenome	"China: Guangxi, Wuyi"	25.14896 N 107.50062 E	sediment	not collected	not collected	not collected	0.897	51671	290.3344051	1505636	0.48	1555	3	42
GCA_027379515.1_ASM2737951v1_genomic	GCA_027379515.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;unclassified Thermoplasmatales;Thermoplasmatales archaeon	78.01	0.22	79.28849292	PRJNA834572	SAMN28407280	Acid_Mine_Drainage	mine drainage metagenome	"China: Guangxi, Wuyi"	25.14896 N 107.50062 E	sediment	not collected	not collected	not collected	0.905	57146	307.7912088	1018312	0.45	1001	4	35
GCA_027380175.1_ASM2738017v1_genomic	GCA_027380175.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;unclassified Thermoplasmatales;Thermoplasmatales archaeon	82.47	0.55	82.16720511	PRJNA834572	SAMN28407250	Acid_Mine_Drainage	mine drainage metagenome	"China: Guangxi, Dashan"	25.14945 N 107.50348 E	sediment	not collected	not collected	not collected	0.899	78417	290.3633611	1275765	0.48	1321	4	42
GCA_027374045.1_ASM2737404v1_genomic	GCA_027374045.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;unclassified Thermoplasmatales;Thermoplasmatales archaeon	83.36	1.49	78.10604056	PRJNA834572	SAMN28406884	Acid_Mine_Drainage	mine drainage metagenome	"China: Guangxi, Dashan"	25.14945 N 107.50348 E	sediment	not collected	not collected	not collected	0.884	24665	260.1562682	1508499	0.43	1715	2	40
GCA_027336385.1_ASM2733638v1_genomic	GCA_027336385.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;unclassified Thermoplasmata;Thermoplasmata archaeon	98.77	0.51	98.56293802	PRJNA834572	SAMN28405104	Acid_Mine_Drainage	mine drainage metagenome	"China: Guangxi, Dashan"	25.14945 N 107.50348 E	sediment	not collected	not collected	not collected	0.906	48515	338.5482667	2095798	0.64	1875	6	28
GCA_021794355.1_ASM2179435v1_genomic	GCA_021794355.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;unclassified Thermoplasmata;Thermoplasmata archaeon	97.14	0.71	95.94959933	PRJNA666025	SAMN20843108	Acid_Mine_Drainage	mine drainage metagenome	"China: Dashan Tin-Zinc Mine, Guangxi Province"	25.149451 N 107.503485 E	acid mine drainage sediment	missing	missing	missing	0.858	52384	271.7789571	2051158	0.39	2167	5	48
GCA_027346295.1_ASM2734629v1_genomic	GCA_027346295.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;unclassified Thermoplasmatales;Thermoplasmatales archaeon	91.54	2.64	80.36788023	PRJNA834572	SAMN28404890	Acid_Mine_Drainage	mine drainage metagenome	"China: Guangxi, Dashan"	25.14957 N 107.50345 E	sediment	not collected	not collected	not collected	0.896	11370	254.6652698	1621149	0.48	1909	2	44
GCA_027375945.1_ASM2737594v1_genomic	GCA_027375945.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Ferroplasmaceae;Ferroplasma;unclassified Ferroplasma;Ferroplasma sp.	99.43	2.41	89.64076517	PRJNA834572	SAMN28407107	Acid_Mine_Drainage	mine drainage metagenome	"China: Guangxi, Dashan"	25.14957 N 107.50345 E	sediment	not collected	not collected	not collected	0.868	33230	263.2583559	2007660	0.3	2214	5	38
GCA_027372615.1_ASM2737261v1_genomic	GCA_027372615.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Ferroplasmaceae;Ferroplasma;unclassified Ferroplasma;Ferroplasma sp.	91.95	0.75	90.51187267	PRJNA834572	SAMN28407095	Acid_Mine_Drainage	mine drainage metagenome	"China: Guangxi, Dashan"	25.14957 N 107.50345 E	sediment	not collected	not collected	not collected	0.914	42048	271.3032422	1395670	0.39	1573	5	38
GCA_027367835.1_ASM2736783v1_genomic	GCA_027367835.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;unclassified Thermoplasmatales;Thermoplasmatales archaeon	90.7	0.11	92.29520653	PRJNA834572	SAMN28407004	Acid_Mine_Drainage	mine drainage metagenome	"China: Guangxi, Dashan"	25.14957 N 107.50345 E	sediment	not collected	not collected	not collected	0.912	19517	283.7395251	1331366	0.42	1432	2	38
GCA_027369095.1_ASM2736909v1_genomic	GCA_027369095.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;unclassified Thermoplasmatales;Thermoplasmatales archaeon	85.08	0.73	83.78677047	PRJNA834572	SAMN28406902	Acid_Mine_Drainage	mine drainage metagenome	"China: Guangxi, Dashan"	25.14957 N 107.50345 E	sediment	not collected	not collected	not collected	0.888	51706	274.9685333	1734263	0.44	1875	2	38
GCA_027380185.1_ASM2738018v1_genomic	GCA_027380185.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;unclassified Thermoplasmatales;Thermoplasmatales archaeon	82.31	5.77	55.80069751	PRJNA834572	SAMN28407249	Acid_Mine_Drainage	mine drainage metagenome	"China: Guangxi, Dashan"	25.14957 N 107.50345 E	sediment	not collected	not collected	not collected	0.9	48017	287.7517581	1359763	0.48	1422	5	35
GCA_027374415.1_ASM2737441v1_genomic	GCA_027374415.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;unclassified Thermoplasmata;Thermoplasmata archaeon	97.32	1.14	93.95259812	PRJNA834572	SAMN28406861	Acid_Mine_Drainage	mine drainage metagenome	"China: Guangxi, Dashan"	25.14957 N 107.50345 E	sediment	not collected	not collected	not collected	0.882	46259	293.6066452	1857686	0.5	1866	3	34
GCA_027379555.1_ASM2737955v1_genomic	GCA_027379555.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;unclassified Thermoplasmatales;Thermoplasmatales archaeon	78.25	1.14	74.65331851	PRJNA834572	SAMN28407281	Acid_Mine_Drainage	mine drainage metagenome	"China: Guangxi, Dashan"	25.14957 N 107.50345 E	sediment	not collected	not collected	not collected	0.907	16093	284.8513625	1136703	0.45	1211	4	32
GCA_021835925.1_ASM2183592v1_genomic	GCA_021835925.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;unclassified Thermoplasmata;Thermoplasmata archaeon	74.72	1.95	66.9079356	PRJNA666025	SAMN22939061	Acid_Mine_Drainage	mine drainage metagenome	"China: Dashan Tin-Zinc Mine, Guangxi Province"	25.149575 N 107.503452 E	acid mine drainage sediment	missing	missing	missing	0.891	7514	260.4358001	1381544	0.44	1581	0	35
GCA_007671685.1_ASM767168v1_genomic	GCA_007671685.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Haloferacaceae;Halorubrum;Halorubrum salsamenti	99.97	2.72	89.20635964	PRJNA544987	SAMN11867824	Hypersaline_Salt	N/A	China: Yunnan	25.28 N 101.90 E	brine of salt mine	0	0	0	0.858	470673	292.5660272	3674958	0.66	3597	4	42
GCA_054039955.1_ASM5403995v1_genomic	GCA_054039955.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Archaeoglobus;unclassified Archaeoglobus;Archaeoglobus sp.	98.31	0.28	99.16565419	PRJNA1244896	SAMN49581714	Deep_Sea_Hydrothermal_Vent	hydrothermal vent metagenome	Indian Ocean: Central Indian Ridge	25.3205 S 70.0403 E	deep-sea hydrothermal deposit	marine hydrothermal vent biome [ENVO:01000030]	marine hydrothermal vent [ENVO:01000122]	deep-sea hydrothermal deposit	0.914	32457	258.0277939	1453776	0.42	1727	2	43
GCA_054043085.1_ASM5404308v1_genomic	GCA_054043085.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;unclassified Archaeoglobaceae;Archaeoglobaceae archaeon	99.76	0.29	100.5294372	PRJNA1244896	SAMN49581555	Deep_Sea_Hydrothermal_Vent	hydrothermal vent metagenome	Indian Ocean: Central Indian Ridge	25.3205 S 70.0403 E	deep-sea hydrothermal deposit	marine hydrothermal vent biome [ENVO:01000030]	marine hydrothermal vent [ENVO:01000122]	deep-sea hydrothermal deposit	0.942	27471	262.7124782	1907294	0.46	2292	2	40
GCA_054040435.1_ASM5404043v1_genomic	GCA_054040435.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;unclassified Archaeoglobaceae;Archaeoglobaceae archaeon	92.23	1.52	86.73746164	PRJNA1244896	SAMN49581692	Deep_Sea_Hydrothermal_Vent	hydrothermal vent metagenome	Indian Ocean: Central Indian Ridge	25.3205 S 70.0403 E	deep-sea hydrothermal deposit	marine hydrothermal vent biome [ENVO:01000030]	marine hydrothermal vent [ENVO:01000122]	deep-sea hydrothermal deposit	0.943	16403	261.0487342	1305326	0.5	1580	2	40
GCA_054039055.1_ASM5403905v1_genomic	GCA_054039055.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;unclassified Archaeoglobaceae;Archaeoglobaceae archaeon	95.13	0.15	96.4266583	PRJNA1244896	SAMN49581760	Deep_Sea_Hydrothermal_Vent	hydrothermal vent metagenome	Indian Ocean: Central Indian Ridge	25.3205 S 70.0403 E	deep-sea hydrothermal deposit	marine hydrothermal vent biome [ENVO:01000030]	marine hydrothermal vent [ENVO:01000122]	deep-sea hydrothermal deposit	0.928	12397	265.2126888	1412903	0.47	1655	4	39
GCA_054043065.1_ASM5404306v1_genomic	GCA_054043065.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus;unclassified Thermococcus;Thermococcus sp.	92.6	1.5	87.50292367	PRJNA1244896	SAMN49581558	Deep_Sea_Hydrothermal_Vent	hydrothermal vent metagenome	Indian Ocean: Central Indian Ridge	25.3205 S 70.0403 E	deep-sea hydrothermal deposit	marine hydrothermal vent biome [ENVO:01000030]	marine hydrothermal vent [ENVO:01000122]	deep-sea hydrothermal deposit	0.907	63951	269.1012658	1750667	0.52	1975	2	39
GCA_054042785.1_ASM5404278v1_genomic	GCA_054042785.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;unclassified Archaeoglobaceae;Archaeoglobaceae archaeon	94.45	0.32	94.98504814	PRJNA1244896	SAMN49581572	Deep_Sea_Hydrothermal_Vent	hydrothermal vent metagenome	Indian Ocean: Central Indian Ridge	25.3205 S 70.0403 E	deep-sea hydrothermal deposit	marine hydrothermal vent biome [ENVO:01000030]	marine hydrothermal vent [ENVO:01000122]	deep-sea hydrothermal deposit	0.938	18625	258.5997795	1489568	0.55	1814	1	38
GCA_054039795.1_ASM5403979v1_genomic	GCA_054039795.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;unclassified Thermoplasmatota;Thermoplasmatota archaeon	96.2	0.07	98.16307263	PRJNA1244896	SAMN49581722	Deep_Sea_Hydrothermal_Vent	hydrothermal vent metagenome	Indian Ocean: Central Indian Ridge	25.3205 S 70.0403 E	deep-sea hydrothermal deposit	marine hydrothermal vent biome [ENVO:01000030]	marine hydrothermal vent [ENVO:01000122]	deep-sea hydrothermal deposit	0.936	42281	292.004321	1508606	0.43	1620	4	34
GCA_054043245.1_ASM5404324v1_genomic	GCA_054043245.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;unclassified Archaeoglobaceae;Archaeoglobaceae archaeon	95.21	3.86	78.04297464	PRJNA1244896	SAMN49581550	Deep_Sea_Hydrothermal_Vent	hydrothermal vent metagenome	Indian Ocean: Central Indian Ridge	25.3205 S 70.0403 E	deep-sea hydrothermal deposit	marine hydrothermal vent biome [ENVO:01000030]	marine hydrothermal vent [ENVO:01000122]	deep-sea hydrothermal deposit	0.927	18448	264.3521378	1434325	0.46	1684	2	34
GCA_054039895.1_ASM5403989v1_genomic	GCA_054039895.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Methanomada group;Methanopyri;Methanopyrales;Methanopyraceae;Methanopyrus;unclassified Methanopyrus;Methanopyrus sp.	98.77	3.07	85.66991912	PRJNA1244896	SAMN49581717	Deep_Sea_Hydrothermal_Vent	hydrothermal vent metagenome	Indian Ocean: Central Indian Ridge	25.3205 S 70.0403 E	deep-sea hydrothermal deposit	marine hydrothermal vent biome [ENVO:01000030]	marine hydrothermal vent [ENVO:01000122]	deep-sea hydrothermal deposit	0.908	31611	266.4831787	1509312	0.61	1724	3	32
GCA_054042625.1_ASM5404262v1_genomic	GCA_054042625.1	Methanobacteriati-Euryarchaeota	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Archaeoglobus;unclassified Archaeoglobus;Archaeoglobus sp.	99.67	1.8	93.14665268	PRJNA1244896	SAMN49581581	Deep_Sea_Hydrothermal_Vent	hydrothermal vent metagenome	Indian Ocean: Central Indian Ridge	25.3205 S 70.0403 E	deep-sea hydrothermal deposit	marine hydrothermal vent biome [ENVO:01000030]	marine hydrothermal vent [ENVO:01000122]	deep-sea hydrothermal deposit	0.874	89806	263.7485093	2573627	0.42	2851	2	31
